,термин,частота (ipm),1960-е,1970-е,1980-е,1990-е,2000-е,2010-е,2020-е,DP,D,R
962,прозаический,57.46,26.3,35.5,53.7,48.5,54.3,35.6,13.2,0.2083,94.99,123.0
963,проклитика,1.51,0.0,0.3,0.9,1.0,0.8,2.0,0.0,0.5760000000000001,84.44,57.0
964,прономинализация,2.22,0.0,0.8,2.7,1.1,1.7,1.6,9.9,0.4703,86.94,76.0
965,прономинативный,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9815,0.0,1.0
966,пропозиция,66.74,0.0,0.7,26.8,80.6,62.8,48.3,33.9,0.262,93.89,120.0
967,просодика,4.47,0.0,0.8,5.1,5.5,3.2,3.7,0.5,0.4367,86.14,98.0
968,просодический,109.11,3.6,6.9,81.2,107.5,98.6,80.1,77.1,0.402,89.92,123.0
969,просодия,41.15,2.4,2.6,34.5,40.5,39.1,26.1,48.0,0.4082,89.78,119.0
970,просторечие,65.8,129.3,52.8,36.9,76.0,68.8,29.6,21.6,0.303,92.11,123.0
971,просторечный,53.08,146.0,83.8,50.9,54.6,47.8,24.8,20.2,0.2736,93.26,123.0
972,протограф,4.54,0.0,0.3,1.3,2.0,3.0,5.9,0.0,0.5962,82.18,65.0
973,прототип,106.36,9.6,23.4,15.4,87.6,100.4,86.4,115.2,0.2426,94.3,123.0
974,прототипический,3.15,0.0,0.0,0.0,2.2,3.3,2.5,1.9,0.4084,90.13,86.0
975,профессионализм,18.68,18.0,7.7,8.8,9.1,16.3,16.9,5.6,0.3273,90.07,123.0
976,психолингвист,481.21,14.4,4.6,74.9,266.0,423.6,481.4,283.5,0.3265,92.0,123.0
977,психолингвистика,250.66,9.6,2.0,30.2,111.5,192.1,295.1,148.6,0.361,90.07,123.0
978,психолингвистический,210.6,0.0,2.3,42.5,143.0,213.3,168.0,103.9,0.3073,92.56,122.0
979,письменность,183.46,179.5,336.6,220.9,174.1,125.6,128.7,89.3,0.2558,94.26,123.0
980,пунктуационный,25.91,22.7,19.0,11.8,22.8,24.0,18.6,3.3,0.413,89.14,123.0
981,пунктуация,65.83,114.9,42.5,44.1,70.2,64.9,36.0,15.5,0.3415,91.6,123.0
982,разговорный,438.97,860.5,403.4,504.4,456.5,388.7,231.3,260.9,0.1605,96.45,123.0
983,разметка,21.75,0.0,0.5,0.5,0.9,18.1,24.8,46.1,0.6673,78.99,92.0
984,раннебалканский,0.21,0.0,0.0,0.3,0.3,0.1,0.2,0.0,0.8295,78.13,20.0
985,раннехристианский,1.63,0.0,0.2,0.2,0.6,1.5,1.6,0.9,0.6051,79.02,58.0
986,регионализм,7.24,0.0,0.3,2.7,9.3,7.4,4.2,8.5,0.5281,79.2,95.0
987,редукция,29.73,6.0,33.3,32.9,21.1,20.2,24.8,48.9,0.2818,91.85,123.0
988,редупликация,28.39,0.0,2.3,15.1,9.2,15.8,38.1,39.0,0.5255,80.98,121.0
989,редуцированный,21.64,76.6,13.9,14.6,12.3,13.6,22.5,26.8,0.3543,90.45,121.0
990,результатив,57.91,2.4,14.7,31.5,44.7,43.8,57.0,47.0,0.3525,87.04,123.0
991,реконструкция,114.94,12.0,59.8,66.9,104.2,94.5,95.8,81.3,0.1547,96.34,123.0
992,релятивизация,4.79,0.0,0.0,0.3,0.5,2.5,7.0,17.4,0.6990000000000001,75.17,56.0
993,релятивизм,1.12,0.0,0.0,0.1,0.6,0.7,1.4,2.4,0.5429,81.39,56.0
994,реляционный,18.83,1.2,2.5,18.9,16.9,16.3,13.7,16.9,0.3046,92.92,122.0
995,рема,98.58,83.8,51.8,91.1,98.8,87.2,63.3,81.3,0.2103,94.95,123.0
996,рематический,1.57,0.0,0.0,1.1,3.4,1.4,0.8,0.5,0.5678,84.01,63.0
997,референт,114.22,2.4,6.9,62.1,103.6,93.7,100.7,134.9,0.245,93.96,123.0
998,референтность,6.14,0.0,0.0,4.9,5.2,4.2,6.3,6.6,0.4763,86.28,101.0
999,референтный,29.14,0.0,0.3,20.1,26.7,24.7,24.1,31.5,0.2462,94.1,120.0
1000,референциальный,49.05,0.0,0.7,14.3,34.8,41.6,48.2,23.0,0.2719,93.04,120.0
1001,референция,78.47,0.0,0.2,37.5,82.4,68.4,64.2,65.8,0.2159,94.85,121.0
1002,реферирование,5.89,3.6,2.3,6.4,4.4,6.0,3.2,0.9,0.4252,85.84,108.0
1003,рефлексивизация,0.14,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.9175,62.39,9.0
1004,рефлексивный,23.74,0.0,3.1,5.5,14.9,20.8,22.5,20.7,0.3955,87.55,120.0
1005,рефлексия,47.98,3.6,1.3,2.6,36.0,45.4,42.7,27.7,0.33,91.54,120.0
1006,реципиент,79.86,0.0,0.2,8.6,44.3,79.4,68.9,56.0,0.3434,91.98,120.0
1007,реципрок,5.69,0.0,0.0,2.3,8.3,4.1,5.3,4.2,0.5770000000000001,77.42,79.0
1008,речевой,1836.78,627.1,255.5,640.6,1441.7,1797.8,1411.1,715.6,0.2273,95.16,123.0
1009,речевосприятие,0.07,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.9335,61.36,7.0
1010,речеобразование,0.04,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.9575,47.65,4.0
1011,речеповеденческий,0.07,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.9415,53.92,6.0
1012,речепорождение,0.31,0.0,0.0,0.1,0.0,0.2,0.4,0.0,0.8455,71.63,18.0
1013,речепроизводство,0.56,0.0,0.0,0.0,0.1,0.4,0.7,0.5,0.6615,83.75,41.0
1014,речь,3301.38,4447.3,2194.7,2725.1,3274.6,2900.9,2174.1,1842.6,0.0972,97.86,123.0
1015,риторика,155.34,85.0,13.4,33.2,134.3,159.1,112.0,72.9,0.3028,92.97,123.0
1016,рифма,43.32,118.5,117.5,46.6,29.5,35.0,22.2,8.0,0.4074,89.28,123.0
1017,рифмовка,3.12,3.6,8.7,4.8,1.6,2.1,1.9,3.8,0.4461,89.84,87.0
1018,родительный,56.93,290.8,114.9,94.7,52.5,31.2,39.2,33.4,0.3252,91.52,122.0
1019,родовой,46.74,43.1,51.8,53.0,47.3,36.3,30.2,55.5,0.2125,94.89,123.0
1020,романистика,8.31,0.0,0.5,3.9,3.2,5.4,10.4,7.5,0.4141,90.42,108.0
1021,румынский,20.48,15.6,19.9,7.4,9.1,15.6,19.4,39.5,0.5552,73.66,115.0
1022,русизм,11.79,6.0,13.6,9.2,7.3,9.1,10.2,1.9,0.4441,88.15,112.0
1023,русистика,75.99,8.4,8.5,21.4,59.5,77.9,55.3,36.2,0.2832,93.28,123.0
1024,русификация,2.31,6.0,1.6,1.6,2.2,1.5,2.2,2.4,0.413,90.12,87.0
1025,русский,10265.3,6674.5,5095.8,7085.4,8691.4,9428.7,7230.3,5153.2,0.1541,96.46,123.0
1026,русскоязычный,80.6,0.0,0.0,5.2,31.4,59.9,97.3,99.2,0.3023,93.03,119.0
1027,рязанский,26.17,25.1,26.1,25.0,33.1,15.7,23.4,10.8,0.37,90.54,123.0
1028,саамский,16.9,2.4,8.2,3.1,14.5,8.4,22.7,15.0,0.5655,83.34,91.0
1029,санскрит,12.84,8.4,15.7,10.2,8.3,9.3,11.4,7.1,0.4103,86.41,118.0
1030,санскритский,3.65,3.6,6.5,2.8,2.8,2.6,3.0,1.4,0.46799999999999997,87.27,90.0
1031,сапиентема,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9735,29.58,2.0
1032,сарказм,5.69,7.2,5.7,3.5,2.3,4.4,5.0,10.3,0.341,90.52,113.0
1033,саркастический,1.97,4.8,2.5,0.8,1.3,1.2,1.9,5.2,0.4885,84.57,78.0
1034,сатирический,21.22,99.3,47.5,35.8,16.6,15.3,10.5,3.3,0.331,91.99,121.0
1035,сверхкраткий,0.84,2.4,1.5,0.5,0.3,0.4,1.0,1.4,0.6455,73.68,43.0
1036,североамериканский,1.98,1.2,0.5,0.5,1.1,1.1,2.7,1.9,0.5004,85.4,80.0
1037,северокавказский,7.02,0.0,3.9,6.2,11.1,4.8,5.6,2.8,0.5047,82.73,109.0
1038,сегмент,118.38,10.8,16.0,93.1,79.3,115.4,82.1,95.0,0.2342,94.12,123.0
1039,сегментация,16.61,0.0,3.6,12.3,18.9,16.4,9.8,7.1,0.3095,91.19,122.0
1040,сегментирование,0.98,0.0,0.0,1.0,1.4,0.9,0.6,0.0,0.5705,82.59,53.0
1041,сельджукский,1.37,0.0,16.7,3.7,0.3,0.1,0.1,0.0,0.8096,67.81,24.0
1042,сема,6184.14,391.3,1013.0,4620.2,5698.5,5910.8,4166.8,3634.5,0.1565,96.5,123.0
1043,семантема,5.29,0.0,0.7,3.8,3.2,2.9,6.7,4.7,0.507,72.47,98.0
1044,семантизация,6.21,0.0,1.1,5.5,7.5,5.3,4.5,0.5,0.2298,94.11,118.0
1045,семантика,1989.47,81.4,213.5,1076.1,1779.8,1971.0,1371.8,1056.0,0.1822,96.02,123.0
1046,семантический,3085.42,232.2,567.4,2654.5,2950.5,2951.0,1983.2,1465.1,0.17300000000000001,96.18,123.0
1047,семасиология,44.91,8.4,12.1,56.2,46.0,44.7,22.0,12.7,0.2747,93.98,123.0
1048,семашический,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9735,29.58,2.0
1049,семема,23.08,0.0,5.2,28.6,23.1,21.7,13.3,6.1,0.3977,90.02,120.0
1050,семиология,8.0,0.0,0.0,2.7,5.2,7.9,6.6,2.4,0.3328,93.02,108.0
1051,семиотика,195.79,0.0,3.8,34.4,133.6,185.0,174.6,76.6,0.2761,93.92,123.0
1052,семиотический,127.75,0.0,2.3,29.9,88.0,116.2,116.6,81.3,0.2548,94.42,123.0
1053,сенсорный,15.78,0.0,0.0,3.9,7.6,15.1,13.3,30.6,0.36200000000000004,89.86,116.0
1054,сентенциальный,18.68,0.0,0.0,2.7,6.8,9.2,26.8,58.8,0.6599,78.84,97.0
1055,сентенция,5.94,1.2,1.8,2.1,3.3,6.6,3.7,4.7,0.3973,74.27,108.0
1056,сербохорватский,10.03,4.8,1.0,28.6,9.4,5.1,7.7,9.9,0.4774,84.22,111.0
1057,сербский,26.12,13.2,21.9,9.7,14.9,13.5,32.3,55.5,0.4516,88.07,118.0
1058,сербскохорватский,2.95,46.7,12.4,3.8,3.8,1.3,1.2,0.5,0.5379999999999999,82.51,75.0
1059,сибилянт,3.44,1.2,0.5,1.7,0.9,0.5,6.2,10.3,0.7546,53.51,45.0
1060,сигматический,1.8,0.0,0.0,0.8,3.3,1.6,1.2,0.0,0.7205,63.28,40.0
1061,сигнификат,23.38,0.0,1.6,26.1,34.1,20.7,13.2,20.2,0.2718,93.58,122.0
1062,сигнификативный,2.27,0.0,0.2,3.3,3.4,2.2,1.0,0.0,0.3834,90.72,87.0
1063,силлабический,4.8,4.8,10.5,6.6,4.0,2.6,4.1,0.0,0.534,81.76,86.0
1064,силлогизм,5.55,1.2,0.3,0.8,8.5,7.3,1.3,0.0,0.6349,75.23,71.0
1065,симплока,0.51,0.0,0.0,0.0,0.3,0.7,0.2,0.0,0.8455,54.03,18.0
1066,сингармонизм,11.44,1.2,32.2,18.9,11.7,6.7,6.8,11.3,0.4928,88.4,94.0
1067,синекдоха,4.26,3.6,2.5,2.6,4.6,3.9,2.3,13.6,0.3391,91.15,108.0
1068,синкопа,1.37,1.2,1.0,1.2,2.0,1.0,1.0,0.9,0.5642,85.28,61.0
1069,синкретизм,37.24,0.0,6.2,12.2,28.2,38.6,26.1,23.0,0.3328,91.42,123.0
1070,синомия,0.02,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9735,29.58,2.0
1071,синоним,694.83,342.3,377.6,736.7,703.3,641.5,402.9,312.2,0.1958,95.79,123.0
1072,синонимический,171.96,68.2,79.7,183.8,177.4,169.6,87.7,56.0,0.2369,94.96,123.0
1073,синонимичный,48.43,25.1,49.2,57.6,44.0,36.9,33.4,58.8,0.1749,95.98,123.0
1074,синонимия,159.01,32.3,34.8,180.5,192.2,152.0,84.6,30.6,0.2718,93.99,123.0
1075,синтагма,190.37,8.4,50.5,233.4,206.9,180.2,103.4,64.4,0.2106,94.63,123.0
1076,синтаксема,3.26,0.0,0.2,11.3,4.8,2.4,1.0,0.0,0.5858,78.87,71.0
1077,синтаксис,766.02,166.4,316.6,832.6,912.0,711.7,423.4,227.6,0.2064,95.62,123.0
1078,синтаксист,2.5,1.2,3.3,3.1,2.8,2.0,1.3,2.4,0.3801,91.56,98.0
1079,синтаксический,1130.23,344.7,553.4,1354.0,1272.5,992.6,668.9,489.0,0.1558,96.33,123.0
1080,синтетизм,3.51,0.0,0.5,0.7,2.1,2.7,2.9,24.4,0.5172,83.64,94.0
1081,синтетический,37.54,79.0,29.7,32.8,37.3,28.7,27.1,58.3,0.2518,94.11,123.0
1082,синхронический,19.96,4.8,7.8,16.7,18.1,16.6,15.7,12.2,0.1897,95.5,123.0
1083,синхрония,50.99,3.6,6.9,36.6,49.9,46.9,37.0,19.3,0.2121,95.24,123.0
1084,сирийский,4.77,1.2,15.0,5.9,2.7,2.3,4.4,0.9,0.5072,85.91,87.0
1085,сирконстант,10.44,0.0,0.0,8.2,6.9,8.6,9.2,12.7,0.4127,89.95,108.0
1086,сказуемое,167.08,119.7,278.1,292.6,203.2,107.1,102.1,48.0,0.2839,93.09,123.0
1087,скандинавский,14.53,7.2,6.0,11.5,11.0,12.7,11.1,8.5,0.3825,86.07,119.0
1088,склонение,78.52,156.8,103.4,77.3,77.9,55.6,58.3,59.7,0.3163,92.8,123.0
1089,славистика,10.6,2.4,8.3,6.0,8.2,8.3,9.4,5.2,0.2695,93.14,122.0
1090,славянизм,21.74,77.8,39.5,13.2,34.9,15.5,13.3,6.1,0.4295,89.17,108.0
1091,славянский,875.62,825.8,596.5,616.2,830.0,685.8,716.3,546.8,0.1793,95.88,123.0
1092,сленг,84.79,1.2,0.2,4.9,33.8,96.1,63.6,20.7,0.424,88.44,119.0
1093,сленгизм,5.53,0.0,0.0,0.2,1.6,6.3,4.3,0.5,0.6265,80.52,68.0
1094,сленговый,10.87,1.2,0.0,0.2,1.8,13.9,6.7,3.8,0.5348,85.26,101.0
1095,словарный,319.07,213.0,235.4,288.3,274.9,273.8,221.5,221.9,0.1048,97.66,123.0
1096,словарь,3561.97,2448.6,2285.7,2202.7,2541.8,3120.6,2791.7,1974.8,0.1044,97.63,123.0
1097,словацкий,24.24,31.1,39.2,25.3,17.0,19.9,15.6,9.9,0.3318,89.28,122.0
1098,словенский,13.19,16.8,8.0,6.6,14.8,8.9,11.1,46.1,0.4526,86.39,110.0
1099,словесность,105.75,73.0,37.1,47.7,61.1,100.3,85.1,31.0,0.2376,94.67,123.0
1100,словесный,177.64,165.2,118.0,171.3,163.4,155.3,118.2,65.8,0.1466,96.65,123.0
1101,словник,43.73,20.3,28.3,65.2,38.5,30.9,34.1,20.2,0.2189,94.71,123.0
1102,слово,8262.45,11561.0,9301.8,8937.2,7872.0,6832.6,5146.8,4352.5,0.1062,97.58,123.0
1103,словоизменение,36.92,22.7,29.1,44.5,36.5,28.5,25.5,38.6,0.2687,93.65,123.0
1104,словоизменительный,30.73,9.6,27.4,25.7,34.8,19.9,27.0,38.6,0.3578,91.4,121.0
1105,словообразование,545.42,156.8,173.5,554.6,524.2,533.1,313.6,86.5,0.257,94.43,123.0
1106,словообразовательный,583.32,166.4,179.9,637.4,578.9,552.4,341.9,165.5,0.2597,93.92,123.0
1107,словопроизводство,20.34,9.6,7.0,21.6,18.1,20.0,11.5,1.9,0.3238,92.59,123.0
1108,словосложение,39.7,8.4,20.6,34.1,26.8,41.4,22.6,6.6,0.3537,91.68,122.0
1109,словосочетание,479.5,296.8,507.1,642.7,442.8,409.6,269.2,239.3,0.2035,95.32,123.0
1110,словоформа,124.27,31.1,51.1,97.6,74.4,94.7,115.4,144.8,0.2972,92.39,123.0
1111,слог,271.84,332.7,381.7,286.9,183.9,169.5,247.4,203.6,0.2473,93.86,123.0
1112,слоговой,29.61,7.2,26.3,30.8,21.8,23.5,22.9,12.7,0.3494,91.46,121.0
1113,сложноподчиненный,105.08,14.4,129.9,139.4,100.3,104.0,40.3,24.0,0.3203,92.33,123.0
1114,сложнопроизводный,2.67,0.0,0.2,1.8,2.7,3.2,1.0,0.0,0.6632,70.51,51.0
1115,сложносокращенный,8.48,37.1,11.6,20.0,2.2,7.5,3.0,2.4,0.4903,84.06,111.0
1116,сложносоставной,4.27,0.0,1.8,3.1,3.0,4.3,2.8,1.9,0.5115,79.24,94.0
1117,смычка,0.94,0.0,1.6,1.3,0.4,0.7,0.7,1.4,0.5655,85.35,53.0
1118,смычный,21.44,3.6,48.0,26.7,14.4,11.5,19.3,13.2,0.4272,89.4,104.0
1119,смягчение,10.6,7.2,7.4,5.2,8.2,8.9,8.6,15.0,0.2639,93.1,122.0
1120,смягченный,2.29,7.2,2.6,2.3,2.2,1.9,1.4,0.9,0.39399999999999996,90.1,93.0
1121,смягчительный,1.47,0.0,0.3,1.6,1.7,1.3,0.8,3.3,0.6761,70.12,44.0
1122,согласный,239.5,408.1,470.4,289.9,186.1,152.0,179.2,271.8,0.2916,93.4,123.0
1123,согласование,80.45,28.7,43.3,53.8,51.1,48.0,92.6,69.1,0.3399,86.24,123.0
1124,согласуемый,3.22,0.0,1.8,2.0,3.5,2.1,3.1,4.7,0.4493,88.2,88.0
1125,созвучие,9.13,16.8,24.7,8.2,6.6,7.0,5.3,8.5,0.3405,91.29,119.0
1126,сонант,52.17,1.2,63.1,65.3,44.9,36.6,40.4,33.4,0.3328,92.26,123.0
1127,сонорный,11.71,14.4,25.7,20.2,11.6,6.6,7.9,9.9,0.40399999999999997,89.72,112.0
1128,составляющая,25.02,0.0,1.0,3.2,12.3,21.1,26.2,25.4,0.2247,94.82,122.0
1129,социолект,23.94,0.0,0.0,0.5,12.3,22.5,23.1,11.8,0.5381,84.06,110.0
1130,социолингвист,212.02,4.8,9.1,75.5,142.4,193.3,171.4,518.6,0.2375,94.2,123.0
1131,социолингвистика,86.62,1.2,2.6,26.4,58.0,74.8,72.8,299.0,0.266,92.84,123.0
1132,социолингвистический,119.66,3.6,6.2,46.9,80.8,113.5,94.3,189.5,0.2279,94.83,123.0
1133,сочетаемостный,13.07,0.0,2.8,11.0,13.2,12.7,7.5,19.7,0.2653,93.33,121.0
1134,сочетаемость,184.54,47.9,60.6,222.9,192.3,164.6,110.9,124.1,0.2005,95.38,123.0
1135,сочетание,986.64,1163.3,1254.9,1297.0,856.2,777.7,612.2,682.2,0.1475,96.59,123.0
1136,сочетательный,3.36,0.0,2.1,4.2,3.4,2.9,2.2,0.0,0.3895,90.55,94.0
1137,сочинительный,52.06,12.0,33.5,28.1,40.3,47.6,39.2,20.7,0.307,92.7,123.0
1138,союз,492.97,268.1,632.8,553.8,424.8,428.8,281.3,314.6,0.1845,95.87,123.0
1139,союзный,156.12,86.2,235.9,243.9,164.6,135.5,65.8,46.5,0.2591,94.26,123.0
1140,спирант,79.83,26.3,53.6,49.4,46.8,57.4,80.1,66.3,0.1475,95.78,123.0
1141,спирантизация,0.39,0.0,1.0,0.6,0.8,0.2,0.2,0.0,0.8055,76.01,23.0
1142,спрягаемый,7.56,6.0,16.8,11.9,8.2,4.3,5.1,5.6,0.3651,90.88,113.0
1143,спряжение,34.77,22.7,40.4,27.0,29.6,16.6,39.0,52.7,0.436,87.73,112.0
1144,среднеболгарский,1.79,1.2,0.5,1.5,1.0,1.3,1.9,0.0,0.6498,80.38,48.0
1145,среднеперсидский,2.07,0.0,2.3,0.7,0.7,0.9,2.9,3.3,0.6333,81.71,52.0
1146,среднеязычный,3.53,0.0,7.4,2.2,2.2,2.9,2.6,0.9,0.5593,85.18,69.0
1147,старописьменный,4.79,1.2,12.4,5.2,4.0,2.8,3.9,1.9,0.5533,83.58,71.0
1148,старорусский,13.25,0.0,6.7,13.8,13.9,10.9,9.0,16.5,0.4415,88.39,102.0
1149,старославянизм,2.14,1.2,6.2,1.7,2.8,1.2,1.6,0.0,0.5655,79.93,63.0
1150,старославянский,52.84,142.4,60.9,31.8,80.4,38.6,36.5,31.5,0.3356,89.28,123.0
1151,староукраинский,1.23,0.0,0.8,6.6,1.3,0.4,0.5,0.5,0.6582,75.49,44.0
1152,статив,24.79,0.0,0.5,13.1,29.4,14.6,28.3,16.9,0.4913,84.28,118.0
1153,стилистика,535.32,147.2,95.7,432.2,497.0,525.8,339.7,134.0,0.2291,95.15,123.0
1154,стилистический,634.82,552.9,304.9,686.3,590.8,572.6,397.9,221.0,0.1705,96.17,123.0
1155,стиль,619.43,690.5,386.7,666.5,551.7,554.0,384.8,276.0,0.1565,96.48,123.0
1156,стих,527.62,1180.0,897.1,551.0,582.9,394.7,327.2,192.3,0.2123,95.14,123.0
1157,стиховой,5.96,9.6,9.3,3.8,6.8,5.0,3.8,0.0,0.3906,89.22,108.0
1158,стихосложение,11.16,15.6,28.3,19.4,7.3,7.9,6.1,0.5,0.3219,91.47,123.0
1159,стихотворение,185.49,466.7,284.6,181.2,218.6,145.7,108.4,73.8,0.2638,94.23,123.0
1160,стихотворный,58.25,99.3,85.1,69.5,56.1,49.4,31.4,10.3,0.2245,94.32,123.0
1161,стихотворство,1.15,3.6,3.8,1.2,1.1,0.9,0.6,0.0,0.6565,80.48,44.0
1162,стопа,12.33,14.4,12.4,8.3,11.5,7.0,12.8,13.6,0.3852,85.08,117.0
1163,стопный,4.5,8.4,5.1,3.8,6.3,3.8,2.5,0.5,0.4954,86.4,86.0
1164,стохастический,0.8,0.0,0.5,0.2,0.3,0.7,0.7,0.0,0.6695,77.24,40.0
1165,страдательный,24.55,37.1,51.6,47.9,16.0,15.8,15.4,6.1,0.3428,90.9,121.0
1166,строка,148.3,330.3,290.8,138.4,98.8,60.1,169.1,81.8,0.4617,80.2,123.0
1167,строфа,33.25,152.0,50.6,47.9,39.8,22.1,20.0,12.7,0.3989,90.42,123.0
1168,строфика,2.32,2.4,1.1,2.2,1.6,1.9,1.9,0.9,0.3861,90.11,94.0
1169,строфический,3.5,1.2,4.4,3.6,2.2,3.2,2.2,0.9,0.4182,88.48,105.0
1170,строчной,1.38,1.2,2.3,1.6,0.7,0.7,1.4,1.4,0.521,86.53,65.0
1171,структуралистский,2.39,0.0,0.8,0.3,1.9,2.0,2.2,2.8,0.3738,90.58,99.0
1172,структурный,524.92,56.2,142.1,475.3,521.3,473.2,359.4,234.6,0.1765,96.16,123.0
1173,стяжение,9.48,4.8,13.1,8.2,9.6,6.2,8.2,4.2,0.2846,92.65,121.0
1174,суахили,2.11,0.0,1.1,0.5,0.8,2.6,1.0,4.2,0.6089,77.78,62.0
1175,суггестивный,12.91,0.0,0.0,0.5,11.0,13.7,9.3,9.9,0.449,87.52,104.0
1176,суггестия,3.74,0.0,0.0,0.0,5.1,3.0,3.5,3.8,0.5337,84.68,81.0
1177,суперсегментный,4.98,0.0,2.1,5.9,5.1,4.4,3.2,0.9,0.3553,91.28,112.0
1178,супин,3.8,0.0,0.8,2.7,2.8,1.4,4.2,34.3,0.6114,76.81,65.0
1179,суффикс,357.93,664.2,388.5,382.8,365.1,253.5,264.1,363.0,0.2135,94.91,123.0
1180,суффиксальный,64.8,28.7,23.7,81.6,64.8,57.6,39.3,29.2,0.2589,93.7,123.0
1181,суффиксация,17.28,2.4,5.9,13.7,16.4,17.8,9.4,7.5,0.2986,93.5,123.0
1182,существительный,200.55,306.4,164.0,216.5,184.2,163.3,136.6,110.0,0.1437,96.61,123.0
1183,табуирование,0.49,0.0,0.2,0.5,0.4,0.5,0.2,1.9,0.6775,84.19,39.0
1184,табуированный,3.19,0.0,3.8,0.9,1.9,2.4,2.9,6.1,0.4385,83.92,98.0
1185,тавтологический,7.49,8.4,11.9,6.4,12.1,4.7,5.6,0.0,0.4376,86.24,108.0
1186,тавтология,10.48,13.2,9.6,8.0,9.9,7.6,9.0,2.8,0.5001,82.96,120.0
1187,таджикский,140.31,16.8,39.7,58.8,63.1,56.0,212.3,187.1,0.659,81.88,112.0
1188,тайский,353.96,43.1,399.0,217.2,182.8,210.1,385.2,630.0,0.2946,93.27,123.0
1189,таксисный,0.18,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.8535,74.97,17.0
1190,таксономический,14.96,0.0,0.0,5.7,9.7,14.9,11.6,10.3,0.3008,90.91,118.0
1191,таксономия,11.54,0.0,0.3,2.4,12.7,11.4,8.5,4.7,0.2665,93.95,117.0
1192,татарский,403.97,70.6,729.0,429.9,214.0,338.5,265.8,112.8,0.5315,86.48,123.0
1193,твердость,8.82,9.6,6.5,9.6,9.6,6.9,6.1,5.6,0.3466,91.62,111.0
1194,тезаурус,84.75,0.0,7.8,19.6,47.2,86.9,67.5,35.7,0.2169,94.29,122.0
1195,тезаурусный,0.98,0.0,0.0,0.1,0.5,0.9,0.8,4.2,0.5415,84.74,56.0
1196,текст,9460.86,1324.8,1089.7,3099.9,5144.0,8416.1,8953.8,3922.7,0.22699999999999998,94.82,123.0
1197,текстовый,223.86,1.2,7.8,65.1,181.2,230.7,163.2,79.5,0.2458,94.67,123.0
1198,телеология,0.69,0.0,0.0,0.0,1.9,0.6,0.4,0.0,0.6775,76.89,39.0
1199,тембр,11.53,12.0,4.4,10.8,23.6,8.0,7.8,3.8,0.4248,85.3,117.0
1200,тембральный,2.26,0.0,0.2,2.4,6.0,1.8,1.1,0.5,0.64,73.83,56.0
1201,тембровый,1.12,2.4,0.2,0.5,2.2,0.9,0.8,0.0,0.4733,83.61,65.0
1202,темп,179.83,52.7,50.8,127.8,140.6,160.6,139.1,110.5,0.2017,95.43,123.0
1203,темпоральный,3.64,0.0,0.7,1.9,3.0,3.1,3.2,0.9,0.36700000000000005,90.68,98.0
1204,темпоральность,6.58,0.0,0.7,1.4,4.3,6.7,5.3,0.9,0.3987,90.14,109.0
1205,теоним,8.45,0.0,0.2,1.1,2.5,6.4,10.0,14.1,0.5957,79.88,84.0
1206,терминоведения,38.9,0.0,0.0,1.7,20.4,35.5,39.1,8.5,0.3705,91.55,112.0
1207,терминография,2.85,0.0,0.0,0.0,1.1,2.9,2.5,1.4,0.4267,90.62,85.0
1208,терминологизация,6.81,0.0,0.3,3.8,2.5,6.5,5.9,0.9,0.4134,89.72,103.0
1209,терминологический,288.18,76.6,100.2,235.5,235.2,247.1,227.5,120.4,0.2116,95.29,123.0
1210,терминология,626.37,198.7,203.4,526.1,490.7,557.4,473.6,211.6,0.2282,95.08,123.0
1211,терминоним,0.61,0.0,0.0,0.0,0.0,0.8,0.3,0.0,0.8775,50.73,14.0
1212,терминосистема,13.68,0.0,0.3,9.0,10.5,11.9,11.9,5.2,0.3427,92.24,108.0
1213,терминосочетание,0.26,1.2,0.0,0.2,0.5,0.2,0.1,0.0,0.8775,69.2,14.0
1214,тибетский,9.03,0.0,12.1,3.4,2.8,6.8,9.1,8.0,0.5441,78.35,96.0
1215,типологический,271.67,6.0,75.5,200.9,224.0,240.1,208.0,226.6,0.2499,94.14,123.0
1216,типология,460.21,31.1,40.5,272.2,404.4,431.0,344.1,303.3,0.1915,95.78,123.0
1217,толкование,199.07,165.2,164.5,151.3,192.2,159.5,150.8,152.3,0.1655,96.03,123.0
1218,тон,1242.2,990.9,912.8,1164.1,1055.6,1006.3,928.3,913.1,0.0872,97.86,123.0
1219,тональность,25.55,31.1,15.2,13.9,12.3,20.2,23.5,35.3,0.3211,89.88,123.0
1220,тональный,17.86,1.2,1.8,11.0,9.7,13.2,17.8,42.8,0.48100000000000004,86.16,114.0
1221,тонический,7.49,8.4,3.8,8.1,6.0,6.4,5.3,2.8,0.3137,92.33,118.0
1222,тоновый,2.32,1.2,2.0,0.4,2.0,1.6,2.4,0.9,0.5955,77.28,62.0
