термин,частота (ipm),1960-е,1970-е,1980-е,1990-е,2000-е,2010-е,2020-е,DP,D,R
переднеязычный,7.38,1.2,8.3,10.7,5.9,5.2,5.5,5.6,0.5254,85.7,94.0
белгородский,7.32,0.0,3.1,3.8,4.4,4.4,8.6,11.3,0.3416,90.1,117.0
фокусный,7.32,0.0,0.7,1.8,4.7,3.7,9.9,18.3,0.5241,83.77,91.0
энклитика,7.3,0.0,2.8,3.3,2.9,4.1,9.7,5.6,0.5917,80.4,81.0
грамматист,7.29,9.6,11.4,10.7,6.9,4.4,5.4,10.3,0.3268,92.33,122.0
диагностический,7.26,0.0,0.8,0.9,9.7,6.3,6.0,5.6,0.3782,89.04,112.0
регионализм,7.24,0.0,0.3,2.7,9.3,7.4,4.2,8.5,0.5281,79.2,95.0
постфикс,7.22,0.0,11.1,2.0,11.2,5.3,5.5,2.4,0.4528,88.2,98.0
пензенский,7.21,25.1,15.5,7.3,7.0,4.0,6.0,3.8,0.31,91.44,117.0
элатив,7.21,0.0,0.0,1.9,4.7,1.9,11.9,18.8,0.6513,70.09,72.0
парафраз,7.2,0.0,0.8,3.3,4.0,7.7,4.2,20.2,0.508,76.66,110.0
палатальный,7.16,1.2,8.2,6.4,8.4,2.9,8.3,5.6,0.5252,86.57,86.0
онимизации,7.13,0.0,1.1,3.7,6.7,6.2,5.5,14.1,0.3102,92.22,115.0
инхоатив,07.08,0.0,0.7,1.9,2.3,3.5,10.3,12.7,0.5701,82.79,95.0
инвариантность,07.06,0.0,0.7,2.7,10.9,6.7,4.5,1.4,0.2938,91.8,115.0
гипотаксис,07.03,0.0,2.5,8.1,11.4,3.9,6.6,0.9,0.5342,80.23,100.0
канцелярский,07.03,58.6,13.2,8.5,6.9,5.6,3.1,1.4,0.4234,87.11,103.0
интерфикс,07.02,22.7,19.4,6.2,4.4,3.7,6.4,0.9,0.5789,77.45,89.0
канадский,07.02,2.4,0.5,1.6,3.4,4.3,9.1,8.0,0.5365,80.98,94.0
северокавказский,07.02,0.0,3.9,6.2,11.1,4.8,5.6,2.8,0.5047,82.73,109.0
диссимилятивный,6.94,1.2,2.0,1.2,3.0,4.6,8.9,1.4,0.7025,74.07,68.0
кириллица,6.91,8.4,6.0,5.5,7.0,4.4,6.3,9.4,0.3906,90.82,107.0
аксиологический,6.84,0.0,0.0,0.1,2.8,6.1,7.2,4.2,0.3338,92.51,107.0
инкорпорация,6.82,0.0,0.2,2.2,3.7,3.9,8.7,16.0,0.6492,72.61,78.0
терминологизация,6.81,0.0,0.3,3.8,2.5,6.5,5.9,0.9,0.4134,89.72,103.0
эвфемизации,6.79,0.0,0.0,0.5,1.6,6.2,6.9,7.5,0.575,83.6,85.0
фрикативный,6.77,9.6,19.8,8.1,5.3,3.8,4.7,13.6,0.4366,86.86,99.0
экспериенцер,6.74,0.0,0.0,1.7,1.2,3.1,10.3,15.5,0.6695,70.12,73.0
несклоняемый,6.66,6.0,8.5,3.8,5.2,4.2,6.7,2.8,0.5026,83.21,94.0
амбивалентность,6.64,0.0,0.5,0.6,4.3,6.4,5.9,1.9,0.3733,90.26,109.0
аллегория,6.6,9.6,8.0,4.3,8.0,5.1,4.1,18.8,0.3365,85.84,118.0
темпоральность,6.58,0.0,0.7,1.4,4.3,6.7,5.3,0.9,0.3987,90.14,109.0
абсолютивный,6.55,2.4,0.7,2.5,2.8,3.9,8.6,6.1,0.5955,69.06,83.0
метафоризация,6.54,4.8,1.5,1.6,4.3,5.6,6.0,7.5,0.3061,92.21,117.0
диглоссия,6.53,0.0,0.0,2.6,7.6,5.0,6.0,10.3,0.3454,91.25,107.0
обстоятельный,6.53,10.8,21.4,13.0,6.7,3.4,3.4,3.8,0.3104,91.55,120.0
идиш,6.5,1.2,1.0,1.8,1.7,3.1,10.0,2.8,0.6372,75.73,85.0
картвельский,6.5,13.2,3.3,14.1,17.5,3.6,2.7,2.4,0.5678,78.75,89.0
кванторный,6.49,0.0,0.0,2.4,10.1,4.6,6.0,8.0,0.5134,83.28,98.0
метатеза,6.47,1.2,11.3,9.3,5.2,5.8,2.9,1.4,0.4715,76.12,97.0
шотландский,6.44,0.0,1.1,0.7,1.9,3.6,9.4,1.9,0.5931,80.32,96.0
вопросник,6.43,20.3,26.0,9.2,4.8,3.9,3.3,1.4,0.4107,88.01,104.0
гортанный,6.43,6.0,13.1,4.1,3.4,3.9,6.4,4.7,0.5109,85.13,90.0
бесписьменный,6.38,13.2,10.9,8.3,6.5,4.0,4.7,2.8,0.42100000000000004,90.07,104.0
гетерогенность,6.26,0.0,1.5,1.9,10.4,4.1,6.1,4.2,0.3837,88.8,114.0
монофтонг,6.25,1.2,4.6,3.7,4.8,5.6,4.7,2.4,0.5312,84.11,84.0
семантизация,6.21,0.0,1.1,5.5,7.5,5.3,4.5,0.5,0.2298,94.11,118.0
дентальный,6.17,0.0,3.1,4.4,5.8,4.2,6.1,1.9,0.4313,88.51,108.0
референтность,6.14,0.0,0.0,4.9,5.2,4.2,6.3,6.6,0.4763,86.28,101.0
адъективация,6.11,2.4,2.0,9.2,3.6,6.2,3.1,0.0,0.5257,84.27,97.0
ассерция,6.1,0.0,0.0,0.9,2.4,3.7,8.4,4.2,0.5544,85.95,78.0
денотативный,06.08,0.0,0.2,4.2,9.1,5.9,3.5,0.5,0.3183,92.53,113.0
многоточие,06.08,26.3,7.0,5.3,3.0,5.8,3.5,1.9,0.4088,86.08,110.0
древнеиндийский,06.06,16.8,6.0,4.4,7.9,4.5,4.4,1.9,0.47200000000000003,88.07,107.0
контаминировать,06.03,3.6,3.1,2.7,4.4,5.2,5.1,6.1,0.3968,88.33,111.0
хинди,06.03,3.6,4.9,2.7,2.9,5.6,3.7,28.2,0.4958,80.85,94.0
номинализация,5.98,0.0,0.8,3.9,4.3,3.5,6.7,16.9,0.4135,87.96,110.0
звонкость,5.96,0.0,12.4,10.1,6.6,4.2,3.1,4.2,0.4191,90.02,102.0
стиховой,5.96,9.6,9.3,3.8,6.8,5.0,3.8,0.0,0.3906,89.22,108.0
сентенция,5.94,1.2,1.8,2.1,3.3,6.6,3.7,4.7,0.3973,74.27,108.0
морфемика,5.91,0.0,0.0,5.1,5.9,5.6,4.0,0.0,0.3974,91.09,102.0
идиоматичный,5.89,0.0,2.3,5.5,5.3,6.4,2.6,4.7,0.4753,85.45,109.0
реферирование,5.89,3.6,2.3,6.4,4.4,6.0,3.2,0.9,0.4252,85.84,108.0
калужский,5.86,19.1,9.1,6.5,6.8,3.3,4.5,12.2,0.3802,90.83,111.0
агглютинация,5.74,1.2,6.4,10.9,4.8,4.9,2.7,1.4,0.4343,89.0,106.0
древнееврейский,5.72,6.0,6.2,8.4,5.5,3.3,4.7,8.5,0.4519,88.11,101.0
квантификация,5.71,0.0,0.5,1.0,4.7,4.8,5.5,3.8,0.4593,85.48,103.0
непредикативный,5.69,1.2,1.6,4.3,5.6,5.8,3.2,1.9,0.3668,86.61,112.0
реципрок,5.69,0.0,0.0,2.3,8.3,4.1,5.3,4.2,0.5770000000000001,77.42,79.0
сарказм,5.69,7.2,5.7,3.5,2.3,4.4,5.0,10.3,0.341,90.52,113.0
лабиализованный,5.68,1.2,9.6,6.5,5.9,2.5,6.0,0.9,0.5254,85.94,78.0
лабиализация,5.65,0.0,11.9,8.1,4.1,2.7,5.2,5.2,0.5108,85.35,87.0
нивхский,5.56,2.4,3.1,7.0,2.0,4.0,5.2,3.8,0.5952,77.16,82.0
силлогизм,5.55,1.2,0.3,0.8,8.5,7.3,1.3,0.0,0.6349,75.23,71.0
сленгизм,5.53,0.0,0.0,0.2,1.6,6.3,4.3,0.5,0.6265,80.52,68.0
афазия,5.48,0.0,0.7,1.1,3.3,3.1,7.6,1.9,0.5452,77.03,89.0
кириллический,5.47,4.8,1.5,1.6,3.6,2.2,8.0,8.9,0.4911,85.59,89.0
западнославянский,5.46,12.0,7.4,4.4,8.7,3.8,3.5,4.7,0.4448,87.54,94.0
вульгарный,5.45,12.0,8.3,4.7,3.7,5.2,2.7,5.2,0.3697,81.57,113.0
латиница,5.44,4.8,2.3,1.5,2.6,3.9,6.0,8.9,0.4239,89.5,101.0
древнеисландский,5.41,0.0,2.1,3.4,9.3,3.7,4.6,0.0,0.5584,82.32,90.0
плеоназм,5.41,4.8,4.7,8.7,3.0,3.4,4.9,1.4,0.5503,74.21,96.0
акцентология,5.38,1.2,2.9,6.9,6.9,4.5,3.2,1.9,0.4082,87.57,102.0
ульяновский,5.38,9.6,4.1,3.8,5.6,3.7,4.6,7.1,0.3509,88.73,114.0
семантема,5.29,0.0,0.7,3.8,3.2,2.9,6.7,4.7,0.507,72.47,98.0
варваризм,5.26,4.8,4.2,1.5,4.1,5.1,3.7,3.3,0.3774,88.04,109.0
возвратность,5.21,0.0,2.5,3.8,6.5,5.0,3.0,1.4,0.4866,84.49,98.0
латинизм,5.18,0.0,2.3,1.7,4.3,7.0,1.3,3.3,0.59,70.82,91.0
велярный,5.16,0.0,7.5,4.8,2.8,2.1,6.5,3.3,0.5752,71.64,74.0
праязыковой,5.12,0.0,9.1,4.2,3.9,3.2,3.8,25.4,0.4853,86.07,92.0
лингводидактика,5.1,0.0,0.0,0.8,3.5,4.4,5.1,2.8,0.3763,91.02,107.0
лингводидактика,5.1,0.0,0.0,0.8,3.5,4.4,5.1,2.8,0.3763,91.02,107.0
монолингв,05.09,0.0,1.5,1.5,2.6,3.6,5.9,4.7,0.4823,86.22,94.0
умлаут,5,0.0,3.3,2.8,24.1,1.2,3.5,0.5,0.6928,54.18,64.0
суперсегментный,4.98,0.0,2.1,5.9,5.1,4.4,3.2,0.9,0.3553,91.28,112.0
девиация,4.97,0.0,0.0,0.5,0.3,5.0,5.0,0.5,0.6332,72.9,69.0
палатализованный,4.95,0.0,7.7,2.9,2.9,1.8,6.8,2.4,0.6018,79.5,69.0
дешифровка,4.91,1.2,10.0,3.1,3.4,3.5,4.0,3.3,0.3581,90.17,110.0
иносказательный,4.91,13.2,9.3,4.9,4.5,3.9,2.8,5.6,0.3938,86.96,105.0
формализм,4.91,2.4,5.1,3.8,3.8,5.0,2.5,1.4,0.4383,87.9,105.0
грецизм,4.9,7.2,3.9,1.8,3.0,4.1,4.3,1.9,0.5751,81.56,77.0
ассимилятивный,4.86,0.0,5.2,3.7,3.3,3.7,4.1,5.6,0.474,85.91,98.0
вокабуляр,4.85,0.0,0.3,2.7,2.8,4.4,3.9,9.9,0.4471,87.95,104.0
инструменталис,4.85,0.0,0.8,1.0,0.9,2.7,6.7,12.2,0.61,81.53,71.0
хабитуалис,4.85,0.0,0.0,0.0,0.8,0.9,9.4,9.9,0.722,63.29,47.0
фузия,4.82,1.2,5.2,4.2,5.3,3.3,4.1,1.4,0.3267,89.39,114.0
ироничный,4.8,1.2,2.3,1.5,3.6,3.9,4.5,4.7,0.2895,92.91,109.0
силлабический,4.8,4.8,10.5,6.6,4.0,2.6,4.1,0.0,0.534,81.76,86.0
глухость,4.79,1.2,9.8,8.1,4.7,3.5,2.4,3.8,0.4247,89.23,99.0
релятивизация,4.79,0.0,0.0,0.3,0.5,2.5,7.0,17.4,0.6990000000000001,75.17,56.0
старописьменный,4.79,1.2,12.4,5.2,4.0,2.8,3.9,1.9,0.5533,83.58,71.0
антропонимикона,4.78,0.0,0.0,0.5,0.6,4.9,4.3,6.1,0.4623,88.64,84.0
привативный,4.78,0.0,4.1,6.8,6.4,3.4,3.2,0.9,0.3788,90.29,105.0
сирийский,4.77,1.2,15.0,5.9,2.7,2.3,4.4,0.9,0.5072,85.91,87.0
омофон,4.73,6.0,5.7,2.3,4.0,2.9,4.9,2.8,0.4293,86.81,107.0
боковой,4.72,8.4,6.2,6.0,2.8,2.9,3.9,11.3,0.3713,91.42,106.0
означаемое,4.68,0.0,1.6,5.0,5.4,3.4,3.7,7.5,0.3002,93.34,116.0
делимитативный,4.65,0.0,0.8,4.2,2.8,2.2,5.8,12.7,0.5065,80.11,97.0
императивность,4.63,2.4,0.2,1.3,2.2,3.4,5.5,0.9,0.4909,77.66,95.0
наречение,4.62,0.0,5.7,4.3,4.4,3.3,3.5,7.5,0.4136,89.21,104.0
альтернация,4.56,0.0,5.6,4.7,7.0,2.6,3.9,0.9,0.5154,83.28,94.0
подтекстовый,4.56,0.0,0.7,1.6,4.5,3.6,4.2,8.5,0.4576,83.41,100.0
аблаут,4.55,1.2,1.6,3.4,6.9,4.1,2.8,0.0,0.5297,82.69,75.0
протограф,4.54,0.0,0.3,1.3,2.0,3.0,5.9,0.0,0.5962,82.18,65.0
подговор,4.52,0.0,6.4,9.1,1.2,3.1,3.4,1.4,0.6578,75.53,55.0
лабиальный,4.51,0.0,8.5,9.2,4.9,2.3,3.3,1.4,0.4659,87.37,85.0
стопный,4.5,8.4,5.1,3.8,6.3,3.8,2.5,0.5,0.4954,86.4,86.0
фарси,4.5,0.0,6.9,4.7,4.4,3.7,2.9,0.0,0.554,78.52,72.0
просодика,4.47,0.0,0.8,5.1,5.5,3.2,3.7,0.5,0.4367,86.14,98.0
креольский,4.45,0.0,0.2,1.7,0.8,3.9,4.6,0.9,0.6501,75.7,64.0
малоупотребительный,4.44,13.2,7.2,5.9,4.3,3.1,2.9,1.4,0.2999,92.82,111.0
полногласие,4.44,9.6,5.2,2.0,5.5,4.4,2.1,0.9,0.5296,82.61,80.0
жестикуляция,4.36,6.0,0.5,0.9,1.3,2.0,6.3,12.7,0.5397,79.28,89.0
поговорочный,4.36,0.0,2.6,0.5,3.0,4.5,3.0,4.2,0.4623,86.74,100.0
латентный,4.33,0.0,0.2,2.7,4.8,4.6,2.3,5.2,0.3681,91.69,108.0
галльский,4.3,1.2,0.5,0.2,0.6,1.8,7.3,0.9,0.7797,69.5,53.0
генеалогический,4.29,0.0,4.2,4.7,2.8,2.7,4.1,3.8,0.3039,92.69,113.0
ассонанс,4.28,4.8,8.7,3.6,3.1,4.0,2.1,1.9,0.3901,89.39,103.0
младописьменный,4.28,2.4,16.5,5.8,3.2,2.9,2.1,0.9,0.4879,87.7,89.0
сложносоставной,4.27,0.0,1.8,3.1,3.0,4.3,2.8,1.9,0.5115,79.24,94.0
синекдоха,4.26,3.6,2.5,2.6,4.6,3.9,2.3,13.6,0.3391,91.15,108.0
гемината,4.24,0.0,11.8,1.7,0.6,1.1,6.0,9.9,0.7132,70.47,50.0
каталанский,4.24,0.0,0.2,0.4,2.6,0.9,7.4,13.2,0.7833,62.88,46.0
имперсонал,4.2,0.0,0.3,1.3,2.5,0.9,6.1,36.7,0.6983,75.26,61.0
перцептивный,4.19,1.2,0.2,0.2,1.4,3.5,4.8,1.9,0.3965,90.01,104.0
адвербиализация,4.18,2.4,2.0,3.7,1.5,4.3,2.8,0.0,0.5128,82.48,85.0
эвиденциальность,4.17,0.0,0.0,0.0,2.0,2.2,6.2,5.2,0.5806,84.54,68.0
дефектный,4.16,1.2,2.6,1.3,2.4,3.6,3.7,4.7,0.4058,88.41,102.0
индоевропеистика,4.15,1.2,2.3,1.6,4.9,3.6,3.1,2.8,0.3122,92.66,111.0
конфикс,4.15,0.0,0.0,2.2,2.4,3.8,3.7,0.9,0.6346,71.76,67.0
вокабула,4.14,3.6,2.3,2.3,3.5,2.0,4.6,15.5,0.4883,83.04,93.0
индейский,4.12,10.8,2.0,2.1,2.3,2.6,4.5,9.4,0.5337,84.36,89.0
транскрибирование,04.09,3.6,4.4,1.8,1.6,4.4,2.4,2.8,0.45399999999999996,86.57,96.0
гротеск,04.08,9.6,3.3,3.6,2.3,3.5,3.1,0.9,0.3432,91.31,108.0
надстрочный,04.05,14.4,3.3,3.2,2.6,2.4,4.3,0.5,0.5807,78.97,77.0
индикативный,04.03,0.0,8.2,3.6,2.9,2.2,3.9,2.4,0.4885,84.61,84.0
еканье,3.99,2.4,4.2,10.7,2.6,2.0,3.1,2.8,0.6432,74.34,59.0
топографический,3.98,1.2,3.1,3.6,2.9,2.6,3.7,8.9,0.4015,90.3,103.0
каламбурный,3.97,8.4,4.6,3.4,5.0,3.3,2.4,0.0,0.4333,89.05,97.0
макрополе,3.96,0.0,0.0,1.9,1.6,4.2,3.0,0.9,0.4869,86.33,79.0
формообразовательный,3.92,0.0,3.1,2.7,4.4,4.2,1.7,0.9,0.4562,86.45,92.0
оглушение,3.91,2.4,10.5,3.9,2.5,2.9,2.5,4.2,0.4215,89.02,94.0
озвончение,3.91,3.6,13.4,4.8,1.6,1.2,4.3,1.9,0.5253,86.71,82.0
эпиграфический,3.85,1.2,9.6,8.1,2.8,2.4,2.1,3.8,0.5675,86.75,73.0
конвергентный,3.81,0.0,1.3,3.3,2.1,2.6,3.9,5.2,0.4161,90.44,95.0
супин,3.8,0.0,0.8,2.7,2.8,1.4,4.2,34.3,0.6114,76.81,65.0
банту,3.79,0.0,0.7,1.0,1.9,4.2,2.5,1.9,0.5838,81.52,70.0
контекстологический,3.74,0.0,0.5,2.7,2.9,3.3,3.1,0.5,0.3185,92.42,102.0
суггестия,3.74,0.0,0.0,0.0,5.1,3.0,3.5,3.8,0.5337,84.68,81.0
древнеболгарский,3.73,8.4,3.4,2.7,3.6,2.2,3.8,1.9,0.5134,84.42,77.0
звукопись,3.71,15.6,9.3,4.9,1.6,3.2,1.7,0.5,0.452,87.25,91.0
индоиранский,3.7,1.2,1.0,2.5,1.9,2.7,3.9,2.4,0.5209,82.38,81.0
непредметный,3.69,0.0,0.7,2.1,4.0,3.6,2.4,1.4,0.3564,91.06,104.0
нетерминологический,3.68,3.6,2.9,5.3,2.7,3.4,2.0,0.9,0.3203,91.25,111.0
санскритский,3.65,3.6,6.5,2.8,2.8,2.6,3.0,1.4,0.46799999999999997,87.27,90.0
темпоральный,3.64,0.0,0.7,1.9,3.0,3.1,3.2,0.9,0.36700000000000005,90.68,98.0
нейролингвистика,3.62,0.0,0.0,1.0,3.6,3.3,3.0,2.4,0.3844,91.29,98.0
удэгейский,3.56,0.0,0.3,0.1,0.6,1.9,5.0,15.0,0.7812,68.76,38.0
малопродуктивный,3.55,2.4,2.6,3.6,3.4,3.1,2.3,0.9,0.3652,90.65,105.0
бессоюзие,3.54,1.2,3.9,1.6,2.4,4.4,1.2,0.0,0.5291,83.51,86.0
среднеязычный,3.53,0.0,7.4,2.2,2.2,2.9,2.6,0.9,0.5593,85.18,69.0
синтетизм,3.51,0.0,0.5,0.7,2.1,2.7,2.9,24.4,0.5172,83.64,94.0
орфограмма,3.5,13.2,2.8,0.9,2.1,2.9,2.9,5.2,0.6309,80.67,62.0
строфический,3.5,1.2,4.4,3.6,2.2,3.2,2.2,0.9,0.4182,88.48,105.0
идеофон,3.48,0.0,0.0,0.9,2.1,1.0,5.7,10.3,0.7192,56.28,55.0
невозвратный,3.46,4.8,1.6,1.8,2.1,2.8,3.0,7.1,0.51,85.9,80.0
аллегорический,3.45,4.8,5.7,2.6,2.3,2.7,2.4,6.6,0.4634,88.88,89.0
арамейский,3.44,1.2,3.8,1.9,1.1,3.2,2.7,0.0,0.6915,70.24,58.0
иллатив,3.44,0.0,0.2,1.6,3.6,1.0,5.1,11.3,0.688,80.79,48.0
сибилянт,3.44,1.2,0.5,1.7,0.9,0.5,6.2,10.3,0.7546,53.51,45.0
вокализация,3.38,1.2,3.3,0.4,2.6,1.8,4.4,0.9,0.5133,81.59,78.0
сочетательный,3.36,0.0,2.1,4.2,3.4,2.9,2.2,0.0,0.3895,90.55,94.0
ительменский,3.32,2.4,3.9,1.0,0.4,2.1,4.1,0.5,0.6424,74.9,60.0
обсценный,3.31,0.0,0.0,0.0,3.4,2.9,3.0,4.2,0.4803,86.67,87.0
посессивность,3.3,0.0,0.0,1.4,2.2,2.0,3.8,10.8,0.4921,86.16,82.0
гиперболизация,3.26,2.4,1.3,2.7,2.8,2.6,2.7,0.9,0.3815,87.8,99.0
синтаксема,3.26,0.0,0.2,11.3,4.8,2.4,1.0,0.0,0.5858,78.87,71.0
придыхательный,3.24,7.2,3.4,1.5,2.5,2.1,3.4,0.0,0.5523,84.54,68.0
делимитация,3.22,0.0,0.5,6.0,2.7,2.6,2.1,0.5,0.4405,87.27,91.0
италийский,3.22,0.0,0.7,1.5,1.8,2.2,3.8,0.5,0.6623,62.82,62.0
ономатопея,3.22,0.0,1.1,0.7,2.8,1.8,4.2,1.4,0.5451,79.28,72.0
согласуемый,3.22,0.0,1.8,2.0,3.5,2.1,3.1,4.7,0.4493,88.2,88.0
диссимиляция,3.21,3.6,5.7,3.0,1.8,2.8,2.0,1.9,0.451,88.92,85.0
обособленность,3.21,6.0,4.6,3.7,2.9,2.4,2.0,2.8,0.3035,93.07,106.0
табуированный,3.19,0.0,3.8,0.9,1.9,2.4,2.9,6.1,0.4385,83.92,98.0
новозеландский,3.18,0.0,0.0,0.0,1.2,0.5,6.3,0.5,0.8107,59.66,35.0
общеиндоевропейский,3.17,1.2,1.5,2.6,3.7,2.7,2.2,0.9,0.419,89.5,97.0
прототипический,3.15,0.0,0.0,0.0,2.2,3.3,2.5,1.9,0.4084,90.13,86.0
озвучивание,3.14,0.0,0.0,0.4,2.3,2.2,3.4,10.3,0.5517,83.51,74.0
акциональный,3.13,0.0,0.0,0.8,1.8,2.5,3.3,3.3,0.3924,90.2,95.0
рифмовка,3.12,3.6,8.7,4.8,1.6,2.1,1.9,3.8,0.4461,89.84,87.0
дейктик,3.1,0.0,0.0,0.2,3.1,2.6,3.1,0.0,0.6552,77.48,56.0
валлийский,03.09,1.2,0.3,0.2,1.1,2.2,3.4,14.1,0.6817,70.61,51.0
карпатский,03.09,7.2,1.3,6.0,2.0,2.0,2.1,10.3,0.5517,80.0,74.0
фонация,03.09,0.0,0.2,1.3,2.2,2.6,2.9,1.4,0.4795,86.62,86.0
префиксоид,03.07,0.0,0.0,1.6,0.9,3.1,2.4,2.8,0.5949,79.35,70.0
звукосимволизм,03.06,0.0,0.0,0.9,2.0,2.5,3.2,0.5,0.5527,81.01,74.0
диакритический,03.04,6.0,6.2,3.8,2.8,2.1,2.0,1.4,0.4865,86.55,81.0
прагмалингвистика,2.97,0.0,0.0,1.2,1.7,2.4,3.1,0.9,0.43799999999999994,89.66,87.0
фразеография,2.97,0.0,0.2,0.7,1.3,2.0,3.8,0.5,0.4885,86.24,86.0
арабист,2.96,0.0,7.5,4.1,0.7,2.6,1.6,0.0,0.5771,84.49,69.0
катарсис,2.96,0.0,0.2,0.3,19.1,1.1,1.0,0.0,0.6842,41.43,61.0
фрагментарность,2.96,0.0,1.3,1.5,1.6,2.7,2.5,0.5,0.3011,93.17,110.0
инфикс,2.95,0.0,3.8,1.2,2.7,2.1,2.6,4.7,0.5246,84.33,73.0
сербскохорватский,2.95,46.7,12.4,3.8,3.8,1.3,1.2,0.5,0.5379999999999999,82.51,75.0
неграмотный,2.92,18.0,8.3,5.2,2.6,1.2,2.1,2.4,0.4551,88.77,86.0
двустишие,2.89,26.3,12.3,7.0,4.0,1.2,0.8,0.0,0.6283,82.17,58.0
транскрипционный,2.88,2.4,4.7,2.7,2.1,2.5,1.7,3.8,0.4738,83.57,83.0
зевгма,2.86,0.0,0.0,0.2,0.9,2.3,3.5,0.0,0.6758,57.41,56.0
пассивизация,2.86,0.0,0.2,1.5,3.4,2.4,2.2,5.2,0.5931,81.76,67.0
акустика,2.85,0.0,1.0,2.9,3.0,2.7,1.6,1.4,0.4728,87.29,86.0
огубленный,2.85,1.2,4.4,1.0,3.9,1.7,2.3,10.3,0.6776,76.49,48.0
терминография,2.85,0.0,0.0,0.0,1.1,2.9,2.5,1.4,0.4267,90.62,85.0
вайнахских,2.82,0.0,0.0,2.6,1.4,2.8,2.1,0.0,0.7524,78.51,32.0
комплементарный,2.82,0.0,1.3,0.8,4.0,2.4,2.2,0.9,0.418,88.34,91.0
внелитературный,2.79,1.2,2.0,4.0,1.1,2.7,1.6,0.9,0.4603,87.74,90.0
индоарийский,2.78,0.0,0.2,0.8,3.4,2.4,2.3,3.3,0.6295,76.85,61.0
икание,2.77,4.8,3.6,4.7,1.7,2.0,1.7,5.6,0.5521,84.63,75.0
интертекстуальный,2.74,0.0,0.0,0.1,1.2,2.1,3.3,0.5,0.4639,88.75,83.0
иероглифический,2.71,1.2,1.8,0.3,2.1,2.3,2.5,1.9,0.5517,84.28,77.0
вульгаризм,2.68,19.1,4.7,3.3,2.5,2.1,1.3,0.0,0.4379,89.09,91.0
сложнопроизводный,2.67,0.0,0.2,1.8,2.7,3.2,1.0,0.0,0.6632,70.51,51.0
герундиальный,2.62,0.0,0.3,2.8,1.0,2.3,2.2,1.9,0.6005,81.57,61.0
десигнат,2.61,0.0,0.8,1.9,4.7,1.9,2.0,0.0,0.4937,86.85,84.0
кореферентность,2.6,0.0,0.0,3.0,2.2,1.9,2.2,3.8,0.6082,80.18,65.0
фарингальный,2.59,0.0,3.1,3.8,2.1,1.9,1.9,0.0,0.5685,84.81,67.0
литота,2.58,2.4,0.5,1.1,1.8,2.6,1.6,6.6,0.4255,89.29,86.0
полилингвизм,2.55,0.0,0.2,0.1,0.4,2.1,2.9,2.8,0.5053,88.36,79.0
мурманский,2.54,1.2,0.7,1.8,1.1,1.2,3.5,2.4,0.5242,82.74,81.0
омоформа,2.54,2.4,4.4,0.8,2.2,1.4,2.8,0.9,0.5829,83.79,71.0
говорок,2.53,2.4,2.5,0.8,1.6,0.8,3.9,0.5,0.6635,54.94,62.0
израильский,2.53,1.2,1.0,0.7,1.9,2.7,1.7,1.4,0.6658,61.81,62.0
увулярный,2.51,4.8,3.1,3.8,2.8,1.6,1.9,0.0,0.591,85.49,58.0
синтаксист,2.5,1.2,3.3,3.1,2.8,2.0,1.3,2.4,0.3801,91.56,98.0
одушевление,2.49,3.6,2.8,2.1,2.5,2.0,1.6,4.2,0.3511,92.11,97.0
альвеолярный,2.47,0.0,0.7,1.9,1.9,1.5,2.6,4.2,0.6382,81.43,52.0
плеонастический,2.45,3.6,1.6,4.7,1.1,1.4,2.3,0.9,0.5547,79.46,73.0
звукосимволический,2.42,0.0,0.0,0.1,2.1,2.5,2.0,0.0,0.608,77.3,60.0
эпифора,2.41,1.2,2.9,1.2,1.1,2.6,1.3,0.5,0.4938,83.31,79.0
структуралистский,2.39,0.0,0.8,0.3,1.9,2.0,2.2,2.8,0.3738,90.58,99.0
клинописный,2.38,0.0,0.8,0.4,0.5,0.3,4.8,0.0,0.8369,38.61,26.0
когнат,2.37,0.0,0.0,0.3,0.1,0.5,3.3,34.3,0.7429,70.9,36.0
антиципация,2.33,0.0,0.0,0.5,6.0,2.3,1.0,0.0,0.5011,83.33,79.0
гомогенность,2.33,0.0,1.1,2.5,2.8,2.1,1.3,4.7,0.3865,90.04,93.0
апокопа,2.32,0.0,3.1,1.9,1.0,1.8,1.9,1.9,0.5241,84.85,73.0
строфика,2.32,2.4,1.1,2.2,1.6,1.9,1.9,0.9,0.3861,90.11,94.0
тоновый,2.32,1.2,2.0,0.4,2.0,1.6,2.4,0.9,0.5955,77.28,62.0
русификация,2.31,6.0,1.6,1.6,2.2,1.5,2.2,2.4,0.413,90.12,87.0
аргументативный,2.3,0.0,0.0,0.0,1.5,2.5,1.8,0.0,0.518,86.23,71.0
смягченный,2.29,7.2,2.6,2.3,2.2,1.9,1.4,0.9,0.39399999999999996,90.1,93.0
сигнификативный,2.27,0.0,0.2,3.3,3.4,2.2,1.0,0.0,0.3834,90.72,87.0
этнонимика,2.27,1.2,3.4,1.3,2.1,1.6,1.9,0.9,0.5199,78.08,74.0
локативный,2.26,0.0,0.3,0.2,2.8,1.1,2.9,5.2,0.5248,83.35,72.0
тембральный,2.26,0.0,0.2,2.4,6.0,1.8,1.1,0.5,0.64,73.83,56.0
лиризм,2.25,7.2,6.7,3.4,1.6,1.5,1.2,0.9,0.4959,87.85,74.0
